Hybridization REF	TCGA-AS-3778-01A-01R-0864-07
LMTK2	0.242
LOC400657	1.238
UFC1	0.49175
UBE1DC1	0.507
EEF1A1	0.836333333333333
CHAC1	-0.8515
HMGA2	-5.1678
B3GALTL	0.32975
ING2	0.842
C1orf109	-0.4885
INTS3	0.74675
ZNF558	0.83825
TRPM4	-0.331833333333333
LTB4R	-0.3245
ISYNA1	-1.154
LSM7	-0.60075
LRRC47	-0.2386875
ZNF179	-0.979166666666667
EXDL1	-0.272166666666667
SLC4A10	-0.587285714285714
ACSS2	-0.608166666666667
COPS7B	-1.159
KIAA0040	1.051
C1orf95	0.8125
AP1GBP1	0.175
OR9A2	0.5985
FAM71C	-0.0756666666666667
RIN1	-1.97033333333333
ITGA4	-0.78675
DNAJC6	0.284833333333333
CLOCK	0.622
SLC35A4	-0.377833333333333
DSG4	0.272
LOC26010	1.20825
NSUN2	-0.98925
TMEM86B	-1.231
C14orf135	0.72925
KIFC3	0.181666666666667
PHF5A	-0.689
NCAPH	-3.1895
STK11IP	-0.388
FLJ42953	-0.1435
CCDC19	-0.449166666666667
ZNF329	0.046875
TAX1BP1	0.0436666666666667
ZDHHC18	-1.13833333333333
C10orf88	0.6695
TMBIM4	0.7324
NMUR1	1.9275
KIR2DS4	-0.0385
C9orf90	-0.341375
MGC87631	0.0555
KDR	3.972
ST3GAL2	-0.54175
RLN2	0.6035
HPD	-2.50475
MOXD1	-2.25683333333333
PDGFRL	-1.27783333333333
SMYD4	-0.218214285714286
FAM103A1	-0.379833333333333
MFAP4	-0.587166666666667
LOC285141	0.89925
TMEM45B	-3.257875
SMCR7L	0.116857142857143
GZMH	4.03225
CBLN1	-1.78733333333333
CNNM1	0.61125
PHF17	0.9765
NUP98	-0.431666666666667
RMI1	-0.29725
PTPRS	-0.097375
ANKRD57	0.767
CLDN15	-0.248666666666667
OR51A2	-0.5915
GUCA2B	1.019
DOCK9	2.98275
ITGB1BP1	-0.377
DLG2	0.106625
BRAP	-0.44025
SESN3	0.166
ZC3H7B	3.16025
FAM101A	0.347166666666667
FKSG24	-2.1475
ZYG11B	0.835375
RFC2	-1.28425
SH2D3A	-0.133833333333333
DVL3	-0.109083333333333
ADFP	3.565
KRIT1	-0.20325
SERTAD3	-0.534
LEFTY2	-2.90325
KRT27	-0.0425
SCFD2	-0.15925
MN1	-0.62575
RORA	2.156
PTPRD	1.95725
PIAS2	0.714666666666667
CYP4X1	2.118
FBXL15	0.54375
MYH15	-0.132833333333333
CRX	-0.159666666666667
TBC1D13	-0.01625
SLC22A17	0.668166666666667
PLK2	1.12383333333333
ARHGAP9	1.5615
EIF1B	-0.17775
C20orf185	-0.0725
DEFA7P	0.3455
PRIM1	-2.50316666666667
CRYAA	-1.343
BACE1	0.97475
AGTRL1	0.635666666666667
ACAD9	-0.0375
GRASP	2.56075
RBP4	-4.71783333333333
TFB2M	-0.6675
METTL9	0.8992
ATP5O	-0.08775
SP100	0.7018
CPSF1	-1.82233333333333
S100A4	-0.62275
LIME1	-0.864
GPR137C	-1.039
OR2A2	0.135
C2orf29	-0.2405
NUP188	-0.85825
SDPR	3.90475
RAI1	-0.70325
RPS20	0.2868
LAMB1	0.06125
ADM2	1.214
ZNF229	0.8465
DKFZp434K1815	-2.257375
EPN3	-2.40283333333333
CLIC3	-2.567
MEIG1	-2.057
HMGB4	-0.112
STARD10	-1.978625
KLF8	3.0815
EPB41L2	0.318333333333333
JMJD6	0.144875
CTSL1	1.07483333333333
GPR27	0.3325
ELAVL4	0.167428571428571
MMP21	0.229
PPM1B	0.11675
SUV39H1	-2.44925
AAMP	-0.2405
TUSC4	-0.667166666666667
MBD6	-0.07575
KLK13	-0.77625
FMNL3	0.6105
TRIM13	1.36208333333333
C15orf5	-0.08575
IQCF1	-0.1965
CACNG8	0.177
SLC35D3	0.318333333333333
ZDHHC9	1.5455
ODF3L1	0.41525
C9orf86	-1.3639
TSEN2	-1.8255
C17orf64	1.13
SEPX1	0.3939
TSPO	0.385666666666667
SYMPK	-1.755
ADORA1	-0.30475
TSPAN10	0.31325
SEMA6C	0.454333333333333
RTTN	-0.4511
IL2	-0.0375
ARRDC3	0.901333333333333
TBPL1	-0.930333333333333
STX12	1.75525
MRPL39	-0.7205
OR8H3	0.63
IFIT5	2.319
CASC5	-3.40425
FAM46A	-0.0191666666666667
HPCAL1	1.067375
CYLC1	-0.2355
VGLL2	-0.035
C20orf191	-0.453
CDH1	0.3895
ITPA	-0.1395
CCDC101	-0.28275
D15Wsu75e	-0.2195
EDA	0.77625
CREG1	0.71275
OR7G2	0.279
SAP18	1.151
IFIT1	3.1405
CALML3	-1.6875
FLJ37440	1.8495
FNDC5	-1.00425
SERPINB6	0.583214285714286
JUNB	1.6992
SYS1	1.783
SCN2A	-0.0758333333333333
ZKSCAN5	-1.076
WNT7A	-0.0818333333333333
TSHZ3	1.52775
RNF148	0.1195
H6PD	0.804875
CAD	-2.67216666666667
ZNF449	0.971
DOCK10	-0.6515
FAIM2	-0.039
HEXDC	0.2775
PRB1	-1.057
C14orf148	0.389
ETHE1	0.1535
IRF5	-0.4411
GNMT	-0.6425
MGC16291	1.916
RPAIN	-0.150928571428571
CAGE1	0.795
CNTNAP3	0.633875
ACTR1B	-0.64025
EEF1E1	-0.783
MSX1	-1.03925
ESF1	-0.548
HSPC171	0.00899999999999999
MRPL2	-0.3825
RDH12	0.317
CELP	-0.2165
METRNL	-1.178
C10orf116	5.01433333333333
C19orf48	-2.09925
ZNF346	-0.19825
NCR1	0.303
C10orf64	0.288
CD52	1.591
VPS18	0.31775
AP4S1	0.323166666666667
NPBWR1	0.1785
TPK1	2.45125
UBA52	-0.414333333333333
RIPK1	1.02733333333333
CPNE3	0.1121
HSPC159	0.566625
C8orf38	-1.17325
LRRC4B	-0.0745
PARP10	0.8028
ANKRD50	0.218125
CXCL9	6.4015
FGF18	1.44281818181818
EIF2A	0.152875
SLC20A2	0.435666666666667
KIAA1549	0.335333333333333
SPINT1	1.1907
ZNF584	-0.2255
CRBN	0.723666666666667
ABCF3	-0.0258333333333333
NCBP1	-1.48783333333333
PLA2G4F	-0.00633333333333332
PCDH10	0.540625
TTC21A	0.1685
C20orf144	0.0575
FGFR1OP2	-0.139166666666667
SLC9A1	-0.8848
CHRND	0.0795
FOXF1	1.107
KIAA1467	-0.28975
TPO	-0.5605
LTF	3.38685714285714
DNAJB9	2.1655
MRPS27	-0.48075
bA16L21.2.1	0.487
WBP2	1.09666666666667
MRGPRX3	-0.911833333333333
PRPF18	0.43975
C10orf58	1.5925
SMOC1	-2.6286
ADAT3	-0.402
TMEM138	-0.84525
TMEM131	0.3055
TIMM8B	0.2815
MYH7	-0.5005
ST6GAL2	-0.4065
KIF1C	-0.09275
SUHW2	-0.9055
PAPSS1	0.28475
CABP2	-0.374
HOXA4	2.80475
ELF2	0.71375
SEMA3D	1.2136
MC5R	0.382
OGFR	-0.3125
FLJ30092	-0.226333333333333
TGFA	4.1052
MMP17	-0.32425
KIF15	-4.48125
CHIA	0.05625
CATSPER3	0.8695
CEACAM7	-0.0309090909090909
PADI2	0.42175
HOXA9	0.290333333333333
LNX2	0.311
TMEM144	0.58975
HIF1AN	-0.36025
METTL7A	1.2926
C6orf165	3.0635
KIAA1468	0.6505
DSG3	-1.304
ZNF180	0.00350000000000004
EIF4E3	0.718125
SLC46A1	0.011625
DKK1	-3.47566666666667
ZNF205	0.0835
LOC162073	-0.0496111111111111
COX7A1	5.349
MAGEA1	-5.0195
NEDD8	0.215166666666667
KLHDC5	-0.383333333333333
C3orf19	-0.511
MRPS2	-0.37975
POLR3H	-0.529071428571429
ABHD11	0.2888
TMEM17	1.625
PAIP2B	0.9047
MAT1A	-3.783
LGI3	0.0995
THUMPD2	0.3965
TKTL2	0.09775
XAGE3	-1.90766666666667
CALM3	0.5335
C6orf136	-0.867833333333333
KCNC4	0.0278333333333333
RGS9	1.33916666666667
ACIN1	-0.865166666666667
SPATS1	-0.4035
XKR8	-0.59175
FAM84A	2.56475
MS4A7	5.22890909090909
AGXT2L2	0.767
OR1F1	0.028
SMAP1L	0.0105
IPO11	1.523875
ZC3H11A	-0.0706875
C1orf151	0.176375
RNASEH2A	-2.4145
CCR10	-0.9595
TXNDC11	0.46675
TMEM112	-0.10175
MAP1B	0.652785714285714
NVL	-1.0065
PKM2	-0.5216
ARC	-0.21875
NUP54	0.068
PPFIBP2	1.625
STAT2	0.161125
PTAFR	1.67183333333333
ROBO2	0.144375
RNF40	-0.996666666666667
CCDC135	-0.297666666666667
IFT81	-0.091
MORF4	0.32825
TM7SF3	0.98425
OR10H3	0.0465
ABP1	2.84875
CHRD	0.373625
PLEKHA8	-1.203
NCALD	2.20866666666667
OR5AK2	0.018
ACCN1	0.035
SLITRK1	-0.19225
ARMET	-0.687
C9orf52	0.41175
REEP4	-1.992
MTSS1	1.915
ADH1B	1.66733333333333
DLD	-0.34075
CDK5	-1.01875
PPFIA1	-0.1964375
WFDC3	0.006
DNAJB12	0.630214285714286
RANGRF	-0.9715
MLANA	-4.726
AMY2B	2.3775
KIAA0319	0.765375
RPS7	-0.6195
JAK3	0.146
ARFGEF1	0.62375
CXCL5	0.1885
TRAPPC4	-0.22225
CETN2	0.7955
HSPC111	-1.234
RHOBTB3	-2.5856
PHLPP	-1.226
RGS10	0.00025
TMEM58	-0.55975
CHERP	-0.866625
HSP90AB3P	-1.14066666666667
FSTL3	1.773
PEX11A	0.67675
OR5V1	0.479
FCN3	4.11725
PTPN3	1.261375
NPTX1	-5.553625
C21orf84	-0.81675
C11orf51	-0.81975
ZBED2	-0.71325
FLJ90757	1.02475
NPY2R	-0.0725000000000001
PLD3	-0.121
SYT17	-0.588833333333333
SGSM2	-0.99475
OR1A2	-0.07425
FOXP1	0.071625
SLC5A1	3.69575
POFUT1	-0.8111
EPHB6	-2.13216666666667
MYO1G	-2.076
STAC	-1.0336
KLHL17	-0.6865
RGMA	-0.5797
TJP2	0.7335
FAM114A1	-0.55
SERINC1	1.64233333333333
SLC9A8	0.1035
PEX19	0.924875
EDN2	6.0835
PSMD7	-0.802666666666667
C3orf41	-1.15175
UQCR	0.059125
PPP1R3C	1.95825
LRP4	-1.23133333333333
TM2D1	1.23375
TTC17	0.308
C4BPB	-4.799125
CCL25	-0.0655
ZNF253	-0.0401666666666667
CHRNA9	-2.26125
SOX11	-1.66275
HIVEP3	-0.3565
CGN	0.758083333333333
C3orf35	0.03025
PKD2L1	1.8325
SYVN1	-0.288625
PDE8B	0.565125
LOC439951	0.403
LTC4S	2.1615
MIF4GD	-0.117
SMARCA2	0.949125
TUBGCP6	-0.0633333333333333
CABLES1	-0.643875
C16orf77	0.535
ZNF791	0.518
FUT5	1.796
ADH6	-0.432
P4HB	-0.26175
CLDND2	-0.30925
ALKBH8	-0.049
PLAC4	-2.1915
F11R	0.406357142857143
MGC35295	-0.036
PDZD4	0.0476666666666667
LOC389073	-1.28075
FAM80B	0.0106666666666667
PSMB1	-0.327375
TXN	-0.654833333333333
VIPR1	-0.188
WBSCR18	0.3328
EXOSC6	-0.601666666666667
ACTA2	5.19166666666667
SP5	-4.20741666666667
ANKRD1	-2.4865
DDR1	0.5112
ATP6V1D	0.66825
PTGS1	-0.97625
RNF157	-0.74275
DCC	1.19325
SPAG7	1.17525
FBXO18	-0.76925
UBE3C	-1.1605
HOXC6	0.414
LRP2BP	1.42
MYST2	-0.30575
PDSS2	1.1095
ATE1	-0.445
ARAF	0.123
KLF10	1.25575
PLA2G2E	-0.1435
ASCL1	-1.05283333333333
TSNAXIP1	1.85975
FAM131B	-0.03575
IFNA10	-1.6415
NUP43	-1.715875
FAM44B	-0.142375
L1TD1	-5.4665
NMD3	-0.180916666666667
C18orf54	-1.2436
PHOSPHO1	-0.67
RAG2	-1.1025
EMILIN3	0.3295
METTL3	-0.761
VPS13C	0.95875
REXO2	0.2215
ANXA4	4.124
CA1	-0.64
DCP1B	0.70775
TULP3	0.817833333333333
ATP2A2	-0.237
ATIC	-1.83275
ADAM15	-1.10216666666667
NPL	1.8125
LGR4	1.205375
UEVLD	0.224
GAB1	1.226
SNAI2	-0.949833333333333
ZGPAT	-1.5133
SNF1LK	0.228
DLEU1	0.1885
UBE2Q1	0.1575
ZMYM6	0.415375
JPH3	-2.371
FAM38A	-0.67325
PXK	-0.6225
DENND2D	1.38625
BAX	-0.329333333333333
CP	3.08627272727273
RPL37	-0.3787
G6PC3	-0.111375
NCOA4	1.0885
LRRC14	-0.581625
GORASP1	-0.74875
FCHO2	1.928875
CYP24A1	-2.3571
FXYD3	-4.293
SMARCAL1	0.161
ABCB8	-1.2525
CCDC44	0.0465
PRDM7	-3.1815
USH1C	3.23925
DNAH5	-0.610833333333333
SRF	-0.233583333333333
MAL2	-1.308
PGPEP1	1.00666666666667
SIN3B	-0.499
SEMA3C	-2.21166666666667
GRAMD3	2.526
FBXO10	-0.671375
OR5D13	0.2665
FLJ31818	0.540625
CACNA1I	0.239125
S100A13	0.794
TP63	-0.418285714285714
ANXA11	0.5793
WDR66	2.72625
CSF2RB	0.159
IFI44	1.1205
DACT1	0.795666666666667
ANKRD23	-1.497375
ATP5G1	-0.713
C21orf70	-0.919
PPWD1	-0.2475
DNAJC13	0.3055
PAH	-0.0248333333333333
PTCH2	0.15725
TRMU	-0.043
CCDC9	-0.1825
USP3	-0.3485
DCLRE1C	-0.27
FAM55C	0.1705
FRMD4B	2.1665
CYP2R1	-0.24175
RFPL1	-0.1194
XPO5	-1.627
ARL6IP2	0.158
OSBPL5	-0.07925
MMP9	0.757181818181818
KIAA0802	0.48125
DHRS2	-5.26916666666667
SGEF	-0.59675
TXNDC10	-0.3418
EXOC6	0.21225
RPS27	0.824333333333333
PNCK	3.19383333333333
FSTL1	0.728
AACS	-0.7575
SLMAP	0.305333333333333
SAMD4A	1.3617
ABRA	1.13975
SMARCD3	0.154
PKNOX2	-2.25816666666667
A4GNT	0.1555
C9orf39	0.153666666666667
RALYL	1.12425
MGC33556	-2.849
C10orf25	0.4565
BBOX1	8.236
NHEDC1	0.10175
XDH	-0.60525
GCSH	-1.1375
EDN1	4.9545
MTERF	-0.16275
CLK4	2.206625
ZNF799	0.2815
KCNG1	-2.326875
CXCR4	2.1935
PTPRR	-0.88225
IRAK1	-1.365125
LOC401397	0.21325
TMSB10	1.10507142857143
CXCL3	-2.6195
TMC4	-0.42575
OR7A10	-0.00800000000000001
STYK1	-2.3265
CHRNA10	-0.4765
CCNI	1.004
EP300	0.979142857142857
LOC165186	-0.336666666666667
HIC2	-3.1735
SDR-O	-0.618
OR2W1	1.0145
KCNA6	-0.721
TRIM74	-1.11625
REEP6	-3.488
ATP5G2	0.24925
ERG	2.08375
TMEM42	0.5505
PARN	-0.625333333333333
SOD2	1.2003125
DIRAS1	-1.34616666666667
PNPT1	-2.20875
JOSD3	-0.031
hCG_40738	-0.675
PDE1C	-0.886
SEMA4D	1.32725
AGPAT1	0.175666666666667
NOSTRIN	2.301
MAP3K3	-1.1115
MAX	0.672571428571429
CAPS	-0.968333333333333
SERPINA12	-0.126
OSBPL8	0.382125
RICS	0.9245
NR4A2	-0.3685
PPCS	1.53616666666667
LONP1	-1.1145
SCYL3	0.74725
HERC2P2	-0.576
FIBCD1	-1.461
C15orf41	-0.553
DMC1	-0.625
C20orf27	-2.041
RPS6KA5	0.3759
FAHD1	1.46416666666667
SLC12A4	0.187
BRCA1	-1.87191666666667
GBL	-0.89725
SLK	0.352333333333333
NUDT9P1	1.3685
NOXO1	-1.1985
USP52	0.068
BAZ1B	-1.137875
SLCO2B1	4.25725
BBS12	2.6455
LRGUK	-0.389666666666667
TERF2IP	0.686
COL1A1	3.714
KIAA0090	0.89475
GRK5	1.01683333333333
AP1S2	0.0134
TMEM52	-0.205166666666667
CA11	-0.650125
OR4A15	0.247333333333333
ACBD3	0.6503
SPAG11B	0.21875
PRDM2	0.2858
FOXP3	-0.15875
SMYD3	-0.9357
LOC389199	0.01
LGI2	1.25566666666667
NAPE-PLD	0.0925
ANKRD6	1.598
WDR45	0.391333333333333
SHROOM1	-1.03875
PSCD3	-0.199
PYY	-0.004
KCNC1	-1.079
ARHGEF9	0.5684
OR8J1	0.16975
GPR55	-0.0175
NS3BP	-1.5405
C10orf22	0.2595
NAT8L	-4.8385
DUSP4	-2.55516666666667
FOXM1	-4.2175
GRAMD2	1.3419
ZBTB48	0.0918333333333333
BUD31	-0.431
PABPC5	0.7595
CCDC41	-0.9795
FBXO11	-0.07125
C6orf148	-1.19425
RFXAP	-0.937
C6orf15	-0.1705
CDK8	-0.3555
C6orf70	0.72975
TESSP2	0.103
ALG2	0.7665
PPP1R3D	-0.36525
TPM3	-0.191611111111111
SYT13	1.9945
EPB42	-0.442833333333333
CETN3	-0.522
PRY	0.2
NTHL1	-1.31416666666667
POLR2B	0.0475
RPS28	0.504916666666667
P2RX3	0.05375
LYZL4	0.10125
WBP4	0.8111
PMM1	2.05325
C11orf79	0.16725
CBLL1	-0.91725
IL1F10	0.2035
VAX2	-0.819
SETDB1	-0.112166666666667
LRAP	-1.92833333333333
GCLM	0.0396666666666667
CPEB3	1.94675
PPM1A	0.64175
INTS1	-0.8365
CAMTA1	1.2755
SAMSN1	-0.76225
LOC158830	-1.67766666666667
GMPPA	-0.67325
AIPL1	0.21725
IL24	-0.04025
BDKRB1	-2.74533333333333
MLF1	0.7383
TAF12	-0.41775
ID1	-0.3895
THADA	-0.1145
PIK3CB	0.69275
OR4N5	1.029
TBC1D17	-0.106333333333333
COX8A	-0.2245
CDCA4	-2.1975
C2orf44	-0.5945
ZNF534	-1.171
IMMP1L	-0.21625
NIPSNAP3B	0.149625
FTMT	0.417125
PWP2	-1.38183333333333
MMP15	-1.0619
DNAH11	3.727
MTMR14	-0.37825
DNAL4	0.00575
IPP	-0.54525
TMEM59	1.387875
C1orf157	-1.57
RGS4	0.251166666666667
DDX18	-0.037
SNX6	1.04825
ZNHIT2	-0.5375
NCDN	-1.4815
FLJ33534	-0.19225
RAG1	-0.984375
OR4D10	0.3105
PTPN5	-0.2564
POMT1	0.665
LRRC8A	0.8279
CYP1A1	-0.04375
CAPN1	-1.22066666666667
DDHD2	0.421875
GRIK2	-0.02525
GNRHR	-1.1715
PPBP	2.3145
HTR3A	-0.48225
SLITRK4	3.40125
ANKRD49	0.25825
BTF3	-0.0876
SARS	-0.452
C13orf18	-0.421333333333333
CACNB1	-0.314214285714286
QKI	0.853909090909091
SETMAR	-0.404
MAN2B1	-0.317
EML3	-1.21875
ACADL	6.11616666666667
OFD1	-0.218125
DEFB114	-0.065
CGA	-3.6091
PEX16	-0.638333333333333
LRRC10	-0.2835
GNG12	0.4005
C1orf152	-0.197666666666667
CHRM1	0.266
CD53	1.590875
DBH	-0.59925
TFAP2B	-2.89975
HIST1H2BJ	-0.933166666666667
FAM46D	0.4165
TMEM11	-0.24
C3orf32	-2.6545
PCCB	-1.39925
IPO13	-0.635
C6orf105	-3.81075
COMMD5	-0.02375
SUV420H1	0.2047
LTBR	1.39725
ARHGAP15	-0.141875
HDHD2	1.0015
TDRKH	-1.79716666666667
LOC401052	0.1735
PSG4	-0.004
GNB4	-0.716
SPATA4	2.5205
SLC9A3	1.816
OSBP	0.602333333333333
NBPF3	-0.231333333333333
DOCK11	-0.0775
SLC39A5	1.17833333333333
PRR5	0.1189
C10orf63	1.130375
SMTNL2	4.82025
ADRA1A	0.395
ASAH1	1.8844
DOM3Z	-0.5148
GIPR	0.343
AHI1	-0.423166666666667
NADSYN1	0.0926666666666667
RGS14	-0.1642
IL18BP	1.1533
RTN4RL1	-1.75166666666667
ARMC6	-0.773
PSMD5	-0.2195
HK3	0.2347
OR4S1	0.633
RSU1	0.9803
MAD2L1	-2.95088888888889
EIF4A3	-0.54625
DLEC1	-0.706833333333333
E4F1	-1.38833333333333
CHMP2B	-0.1639
CAMSAP1	0.4305
RPS21	-0.789833333333333
ARID5A	0.44175
UBE2N	0.0636
IGSF8	0.139166666666667
MAGEB6	-0.4795
ACAD11	3.6099
MGC4172	-1.338
LMO4	0.32075
KLKB1	1.61725
HP	-0.2575
HDAC3	-0.346
SCHIP1	2.6275
CLCA1	1.4625
OLFML2A	2.229625
C1orf112	-2.51
KIF19	0.10625
HAPLN4	-0.0604
CXCR7	1.50566666666667
GOT2	-0.7401
RAB38	-0.500625
DCX	0.0365
PPM1H	-2.06291666666667
NFYC	0.281
KIN	-0.1545
ZNF228	1.44575
PLSCR4	3.9685
HIG2	3.6415
FAM79B	0.9085
C21orf86	-0.6519
KCNK10	1.78275
ZNF738	-1.16675
FSTL5	-0.690333333333333
OR6A2	-0.015
OTOA	0.708166666666667
EXOC1	1.136
AHRR	-2.181875
PDAP1	-1.62041666666667
C19orf6	-0.793125
ZAN	-0.054
LY6G6E	-1.008
EIF4E2	-0.49825
C20orf198	-0.52475
ZNF324	-0.16175
CYP3A5	3.60533333333333
ENTPD7	0.126666666666667
MBOAT5	-0.250833333333333
GJB5	-1.6335
TTC13	-0.2605
S100Z	-0.8635
KIAA0664	-0.89
PDGFRB	1.69375
IL17D	-1.58075
OR56B4	-0.308
RDX	-0.041
SLC34A3	0.2665
IL28B	-0.218
JUND	0.79775
CHRNB1	-0.15725
CAMK2B	-1.14725
FETUB	-0.7775
CXorf23	1.35925
MRTO4	-1.108375
TTC3	-0.2906
NDUFB8	0.3745
EDG2	-1.606
SEMA3G	1.9385
IL23A	-2.674
GRHL1	-0.9636
LOC441054	2.5595
WDR65	2.906
PSTK	-1.3815
STOML3	0.1335
R3HDM2	0.3287
C5	-2.256
SLC2A10	-0.0453333333333333
C3orf22	0.43575
PAQR3	-1.66376923076923
ANKRD26	-0.421583333333333
HCRTR1	0.0635
LOC399947	0.740666666666667
PSD2	0.88725
TIGD2	0.1175
SCRN1	-0.797875
COQ10A	-0.69225
DDI2	0.0175
METTL7B	1.79816666666667
UCN2	0.02775
FAM92A3	-0.5855
WDR16	0.505
ZNF511	0.2775
ZMYM5	-0.547
POLR3G	-3.382
ZNF586	0.5715
C1orf49	0.6645
TANK	0.301833333333333
RCAN1	1.85583333333333
PELI3	0.8045
LIMD2	-0.708833333333333
TMEM189	-1.3495
NTN4	2.43675
LOC151300	0.475
CLEC2A	-1.9885
GPR135	0.17325
DPYSL4	-3.4155
JAK2	-0.0055
TSHZ1	1.25033333333333
TM9SF4	-0.233875
ZNF264	0.142
SIRPG	1.4195
BICD1	0.59275
HERC6	1.61316666666667
METTL5	-0.8665
CASP1	2.01425
PRRT1	-0.623833333333333
PLA2G4C	2.159
ICA1L	0.173928571428571
TPTE2	-0.349166666666667
OTUD7A	0.158333333333333
AQP11	-0.6635
APOA2	-4.6819
KALRN	1.7843
SECTM1	0.121333333333333
IFNAR1	0.4925
TALDO1	-1.094125
RAB11FIP4	-1.35583333333333
EIF5A	-1.1885
FAM49A	2.168
NEGR1	0.217166666666667
YTHDC2	-0.215125
EHD2	1.60075
NCF1	1.7078
SCRT2	0.2585
HOXA5	1.5055
NUP133	-0.166
FGF12	-0.1512
SLMO2	-1.005375
SNTA1	0.05725
CACNG2	0.038375
GCM1	0.121125
ELF1	1.23
TLR5	2.3175
TCFL5	-1.563
RBMY2FP	-0.578
LOC100125556	-0.44575
FAM129B	-0.27325
MAP3K7IP1	-0.80275
NCK2	0.304
OXA1L	-0.1665
FMO9P	0.332
ZSCAN12	-0.216
PSMD12	-0.492666666666667
HSCB	0.1435
CLDN10	2.5955
MGC13053	-0.065
HPCAL4	-0.832333333333333
ASZ1	-1.712
MEX3D	0.60475
NFAT5	-0.5611
CSPG4LYP1	-0.0561666666666667
FBXO3	1.3282
DVL1	-1.316
CMKLR1	2.67566666666667
TYMS	-1.514
PEF1	0.7055
ZNF750	-1.6072
MCM5	-0.798
MEGF11	3.41725
KCNK7	-0.2835
PTP4A3	-0.0645
C1QTNF2	-0.782333333333333
OR6S1	-0.0015
FAM122B	-1.55025
ZNF551	-0.31125
HBQ1	-1.9785
GEMIN6	-0.6415
ARSK	1.137
RBP7	4.50583333333333
CPNE9	0.081
DSC1	-0.211
LOC730112	-0.6785
MAP2K4	0.834375
HS3ST5	-1.796
EPB41L3	1.0315
TEKT2	2.37675
CDKN2B	-0.376333333333333
ZNF480	-0.896
MAP3K6	0.00450000000000004
MAP6	1.14883333333333
HN1	-1.1512
OR2L13	0.9922
SLC16A11	0.14475
FAM96A	-0.09275
APOL1	1.41225
C5orf32	1.19075
RTP1	-0.318333333333333
RNF175	0.0721249999999999
ZBTB41	0.7595
AHCTF1	-1.0627
SAE2	0.1681
ITGA2	-0.146166666666667
MME	2.32216666666667
CCDC14	-0.287
MAST4	1.14714285714286
KRT33B	0.364
KCTD2	0.121666666666667
WDR26	0.0274166666666667
MFI2	-0.989875
NR4A3	0.90925
ARSA	0.475
UNKL	-0.503666666666667
SULT6B1	-0.2495
CCNA2	-3.76866666666667
SOX15	0.0555
PPAPDC1B	-0.826083333333333
C19orf44	0.6965
MCAT	0.601916666666667
ARID1B	-0.3975
OR52N1	-0.1055
C12orf48	-2.57575
MAGI1	0.69875
NIPA2	-0.70875
GBX2	-1.33725
RSHL3	0.120625
RAVER1	0.0421666666666667
C15orf17	0.1335
SLC30A2	0.667875
ZNF518	0.028
PCYT1B	-0.74525
C10orf114	1.65675
EIF3H	-0.03175
SLC25A39	-1.97033333333333
KIF1B	0.748625
AMOTL2	1.5875
C6orf120	0.129625
PSRC1	-2.22225
PLA2G10	-0.599875
KIF5C	-0.712142857142857
MRPL37	-0.9125
C17orf62	-0.0661666666666667
C9orf135	0.658
DUSP10	0.1328
CLCNKB	0.1995
PSMA5	-0.602625
C8orf53	-0.43125
AMPD3	1.4475
PIAS1	0.18775
ADCYAP1R1	-0.0895
GYLTL1B	-0.398
CDH20	0.302166666666667
FBXO7	0.64675
TMEM134	0.576333333333333
FLJ14213	1.12166666666667
ZNF3	-0.19625
LRRFIP1	0.328708333333333
CNOT2	0.298
ABI3	2.6165
ALDH5A1	0.0941666666666666
HNT	1.2342
SERPINA4	-2.401
TK2	0.185416666666667
STMN1	-2.63966666666667
GUCA2A	0.112
GALNT10	-0.318642857142857
DPP6	-0.868277777777778
C9orf93	-0.43475
PRELID2	0.544
STK39	1.0465
SFTPA1	-1.2565
CKS2	-3.11744444444444
RHO	0.120125
C20orf135	-0.338
XKR3	-0.9645
CR1	0.448875
RPS6KA2	1.45514285714286
C20orf112	0.48475
MRPL22	-0.08975
C4orf23	-0.2295
GADD45B	2.38725
KLHDC1	2.02533333333333
C2orf48	-0.907
ZNF287	1.0575
DAAM2	-0.76925
DPPA2	-2.4785
TCTN3	1.022
DNAJB11	-0.426125
FPR1	3.64825
DEFB4	0.137
PTCD2	-0.5674
SMOC2	3.472
CABP7	0.59575
SERPINB11	-0.273
MAGEF1	-0.3205
NDE1	-1.50183333333333
ITGA10	0.3435
FSHB	-0.677
ANXA2	0.10875
HORMAD2	0.25525
HLCS	-0.59475
MCF2L	1.96291666666667
FH	-0.75375
TBC1D24	-0.4415
KIAA1505	2.743
LGALS2	5.0345
CNBD1	-1.056
SYNPO2L	-0.60375
PTPN23	-0.878642857142857
C1orf183	0.4865
MAGEA8	-1.825
DGCR8	-0.879625
GSR	-0.39725
PAQR7	0.24125
ZNF676	-1.48025
CACNA1C	0.8498
SP7	0.478
PDCD6	-0.386
NRN1L	0.1035
BRI3BP	-1.54108333333333
KIAA1183	0.03175
ASB4	-0.16425
CCL23	0.8852
OBSL1	0.032
SLC12A7	2.22083333333333
KIAA0240	1.467625
CD1B	-3.17566666666667
FCGR2A	2.717125
MDC1	-0.86375
HTR1A	-0.404
OCEL1	0.53025
ATP11B	-0.0283125
FBXO34	0.678166666666667
PCDH12	4.26433333333333
RPE	-0.70225
C17orf74	-0.364
CSDC2	0.694166666666667
