Hybridization REF	TCGA-AS-3777-01A-01R-0864-07
MRPL37	-0.5415
C17orf62	-1.45116666666667
C9orf135	-1.0056
DUSP10	-0.8445
CLCNKB	5.3515
PSMA5	-0.666875
C8orf53	-0.127
AMPD3	3.49183333333333
PIAS1	0.31575
ADCYAP1R1	0.3825
GYLTL1B	1.23575
CDH20	-0.0676666666666667
FBXO7	1.02025
TMEM134	1.357
FLJ14213	0.3565
ZNF3	-0.335
LRRFIP1	0.123333333333333
CNOT2	0.117166666666667
ABI3	2.12875
ALDH5A1	0.292333333333333
HNT	-0.2236
SERPINA4	-2.04325
TK2	1.04666666666667
STMN1	-1.93255555555556
GUCA2A	0.170166666666667
GALNT10	-0.100642857142857
DPP6	-0.497157894736842
C9orf93	-1.2205
PRELID2	-0.66075
STK39	1.65275
SFTPA1	-0.22625
CKS2	-0.604111111111111
RHO	0.230625
C20orf135	0.61025
XKR3	-1.6585
CR1	0.239125
RPS6KA2	0.774428571428571
C20orf112	0.52825
MRPL22	0.70025
C4orf23	-0.038
GADD45B	2.904
KLHDC1	1.1235
C2orf48	-2.085
ZNF287	0.2075
DAAM2	-1.5395
DPPA2	-2.9385
TCTN3	0.896333333333333
DNAJB11	0.016125
FPR1	4.893
DEFB4	0.4225
PTCD2	-0.4649
SMOC2	4.07883333333333
CABP7	0.934
SERPINB11	0.60075
MAGEF1	0.31325
NDE1	-1.79616666666667
ITGA10	-0.6655
FSHB	-0.1535
ANXA2	-0.32425
HORMAD2	0.61775
HLCS	-0.4275
MCF2L	0.32275
FH	0.428625
TBC1D24	2.176
KIAA1505	-0.3625
LGALS2	-1.203
CNBD1	0.05
SYNPO2L	-1.228
PTPN23	-0.436071428571428
C1orf183	0.985166666666667
MAGEA8	-2.21925
DGCR8	-1.937625
GSR	0.2625
PAQR7	1.04925
ZNF676	0.7885
CACNA1C	-0.2857
SP7	-0.1
PDCD6	-0.0995
NRN1L	-2.2405
BRI3BP	-0.309833333333333
KIAA1183	0.56725
ASB4	0.23025
CCL23	1.3559
OBSL1	-3.00225
SLC12A7	0.163083333333333
KIAA0240	0.350375
CD1B	-3.63116666666667
FCGR2A	2.4835
MDC1	-2.5155
HTR1A	0.874
OCEL1	0.927
ATP11B	-0.22825
FBXO34	1.08366666666667
PCDH12	3.26433333333333
RPE	-0.05375
C17orf74	0.1145
CSDC2	0.379333333333333
PET112L	0.6275
TMBIM1	0.567375
P2RXL1	0.19975
TCHP	-0.709
TRMT1	-1.4855
F2RL2	-1.85863636363636
LRRC32	2.81633333333333
IMPG2	0
BGLAP	0.32975
LOC493869	-2.18883333333333
MRAS	2.960375
SLC35F5	2.04925
CBWD1	-0.718
AXL	-2.443
ATP2C2	-1.6595
TELO2	-1.89425
PNPLA3	-5.047
PCDHB14	0.68925
CD276	0.139
KRT80	-1.626875
DUSP28	-0.74
CSNK1E	-1.66258333333333
SRP14	1.0745
KCNQ4	-0.003
KRT72	-0.0431666666666667
CCDC117	0.196875
C6orf89	-0.653111111111111
TUBB2B	1.12133333333333
RTN4IP1	0.0505
CR1L	1.72516666666667
CEND1	2.6305
C12orf41	-0.00533333333333334
RNF31	-0.31575
UBN1	-2.42833333333333
C17orf32	0.030125
SLC5A7	0.46875
GPR92	0.7315
ESAM	3.9923
CTNNA1	-0.0851666666666667
HRBL	0.0733
CBX4	-1.9455
TMEM182	1.076
SH3TC2	0.35
IL10	0.747166666666667
PXMP4	1.768
RNF167	-0.5572
PAK7	0.1964
ETV3	0.408
ATPIF1	-0.685
LOC554207	-0.664666666666667
OR8H1	0.9145
WDFY3	0.87675
DPM1	-0.81725
GPSM1	-0.076
WDR92	-1.0883
LRP1	-0.406
ANKH	-1.376875
THUMPD3	0.40675
POLR1B	-1.39725
OLFM4	4.9165
RAD9B	-0.476
TSPY2	-2.3575
PAX6	-1.97366666666667
SCG2	-3.289375
SLC17A6	0.0415
FMO3	4.828625
PADI4	0.846428571428571
TUBB4	-0.5185
NLK	0.075
POU4F3	0.031
SDF4	-1.652
ITGBL1	-0.0605
NETO1	-1.468375
TAP2	0.01425
ABBA-1	-0.112
GNAI1	1.90675
VPS4B	0.7675
NOPE	-0.6063
GALNT6	-1.18716666666667
SESN1	0.411
GBE1	-1.37211111111111
CLASP1	-0.0685
RASGEF1B	0.948625
ACOT11	1.10571428571429
AFAP1	-1.87325
OR2H2	0.5515
DPY19L2P1	1.19675
DZIP1	-3.778
SEC22C	1.24941666666667
GPR161	-1.52425
RNF146	0.2485
WDR74	-0.65
GALP	-0.842
PURA	0.8155
DNPEP	-0.839166666666667
RP11-78J21.1	-1.686
ERBB2	1.01025
FANCM	-1.40191666666667
NEO1	0.995166666666667
DDX3Y	-0.6486
RPS3A	1.5035
MXRA7	0.709857142857143
LGALS3	3.573
GLT8D1	0.34975
CFL2	1.95966666666667
UPB1	0.2805
NAP1L5	1.3645
CLDN14	2.31225
DHX38	-1.56275
BTBD1	0.83225
TARS2	-0.802333333333333
ABCF1	-1.9315
FCF1	0.0431666666666667
LRRC49	0.75975
GUCY1B2	-2.239
C1orf177	-0.2365
SMARCA4	-2.53928571428571
LRP8	-4.27116666666667
TAGLN3	0.4485
MRPL14	-0.768
TTRAP	0.01175
ZDHHC20	0.07475
NFE2L3	-2.5585
KIAA1377	-2.1185
PALMD	0.1642
TMEM43	-0.58475
TTL	-0.22925
STAT5B	-1.25383333333333
SSB	-2.155625
OR10H5	0.621
SLC22A13	-0.16175
AKAP3	-0.749
TIMM23	0.819333333333333
OAS2	0.679416666666667
KIAA0423	0.75425
TRIM11	-1.405
GLIS3	1.00175
TMEM50B	1.8985
ARHGEF4	-2.4345
DEGS1	-1.03390909090909
TBL1XR1	0.0644
G6PD	-1.54225
SP140	-0.2654
MUC17	0.634214285714286
NUDC	-1.5956
DNAJC5B	0.596666666666667
SCARA3	-1.90833333333333
CPA3	5.74783333333333
BCAT2	0.314
MFN1	0.9017
NRG3	0.5565
SNX11	0.8175
PLEKHH1	-0.321666666666667
GPR177	0.668333333333333
HCFC2	2.25575
TCAP	-0.2015
MOCOS	-2.61275
C14orf93	-0.25675
PRDM10	-1.013
SLC16A4	-1.60908333333333
SRGAP1	-0.967833333333333
VIP	-0.2175
DUSP27	0.705666666666667
LILRA1	1.2655
MC2R	0.9405
MGC24103	-3.92
MBTD1	-2.8705
FUT11	-0.3475
USP33	0.4428
C15orf39	-1.963
MAP3K12	-0.309
PAAF1	-1.67283333333333
BARHL1	1.004
FLJ16165	1.0005
PIWIL2	-1.95575
SYNE1	-0.210909090909091
CMTM4	1.7675
TSPYL1	0.9992
GUF1	0.0553333333333333
TMEM157	2.769
WDR44	0.3515
HIST1H3C	-1.25325
DKFZp666G057	-0.751333333333333
RNPEP	-1.5525
GAS2L2	-0.3015
ADH4	-3.67925
GRPR	-0.412333333333333
FBXL17	1.1065
ZBTB10	-0.0594166666666666
Gcom1	2.45588888888889
HTRA1	0.0253
ZNF585A	-0.286
SLC26A2	-0.0446428571428571
OTOP3	0.976333333333333
WISP1	1.87933333333333
ATP2B4	-1.00958333333333
FLJ10769	0.72875
CRAMP1L	-1.0265
CHST12	-0.2385
RAB22A	0.473333333333333
TARDBP	-1.54585714285714
STAU1	-0.11775
CRB3	4.56583333333333
MIG7	-0.92275
CHMP1A	0.697
ZNF160	0.201125
B3GALT6	-0.905125
BARX1	-1.768
C6orf167	-2.9161875
NXNL1	0.823
DHX29	0.822375
HADHB	0.3785
PLXNB2	-0.906
ILDR1	-2.60225
SLC15A3	1.32875
GAS2	2.71566666666667
C20orf69	0.47475
NUMB	0.51275
TNIP1	0.196625
MESP1	0.135166666666667
PSKH1	0.74725
NSFL1C	0.30825
RHOG	-0.013
HEY1	-0.273
KNG1	6.43525
ITGAX	1.3183
LIN9	-1.21383333333333
CANT1	-0.8845
XRN1	0.305785714285714
CCDC96	0.3704
HEATR6	-1.5915
GNG7	0.867583333333333
RUNX2	1.21575
SOX1	1.0372
FCRL5	0.3046
ZNF99	0.989125
FAM9A	0.0195
SNX22	0.7195
MBNL3	-1.357
ODC1	-1.4188
ADORA2B	-2.8365
NR2F6	-0.44425
ZFYVE16	-0.732055555555556
SYNJ2BP	2.7065
POLE	-1.778625
E2F2	-1.668625
THRA	-0.275666666666667
PTGES2	-0.646333333333333
HIP1R	0.775166666666667
TMUB1	-0.870333333333333
ENO3	-0.60975
RSPH10B	-0.3565
CXorf39	1.609625
IRGC	0.82825
GPR109B	1.35075
FLJ13305	-0.2255
LCE3A	0.2455
TNFRSF18	-0.795333333333333
DET1	0.96275
TRPM3	-0.10375
C16orf79	-0.8515
FECH	0.973833333333333
RAP2A	0.3325
CRIP1	-0.378833333333333
AZIN1	-0.25675
SLC7A7	3.021
IL10RA	0.4035
TMEM64	-1.8305
CDC42EP4	-1.2064
C16orf58	-0.5729
ARG2	1.52775
POU5F1P4	-4.77875
FAM62B	-0.625375
DNAH8	-2.71877777777778
ASH2L	-0.79175
TSLP	-3.605
CNTNAP5	3.42733333333333
TMEM16C	0.27775
IFNA14	0.238
SLC1A3	0.074625
CABYR	-2.198
BCL7B	0.1624
NUDT13	-1.46516666666667
C13orf28	0.181
C1orf53	2.26725
ARL6IP4	0.5847
RPL35A	0.789
EMR3	0.7445
RAB40C	-0.271
SLC41A1	-0.6595
LRCH1	-1.074
LY6G5B	-0.371
FAM124A	-0.2665
MGC10981	-3.6725
CLIP3	-0.5457
MAP4K2	-1.58466666666667
CHIC1	2.26425
SULF1	0.534833333333333
C20orf30	1.33142857142857
PRDM5	0.086
ELOVL1	-0.876
C11orf48	-0.64375
SLC39A10	-0.87
KCNV1	0.52975
ACP1	-0.578666666666667
ZMYM2	-1.8445
B3GNT6	0.529833333333333
C9orf69	-1.578
C2orf15	0.556
C20orf166	0.633
HSP90AA6P	-0.2475
EDG7	-0.147
NEURL	1.93325
LPL	0.531
CLEC2D	-0.960142857142857
GRRP1	2.10966666666667
CD8B	-2.8966
HIST1H3D	-2.24616666666667
SLC6A12	4.656125
FAM27L	1.425
CD84	0.6306
RASA1	0.2035
PHKG1	0.1055
MAGEA11	-1.6475
IMPA1	0.1977
NPM3	0.15375
RARRES1	1.4165
SH3BP1	0.385125
B3GNTL1	-1.364
ARPC5L	-0.584333333333333
KLHL26	0.40525
SIM2	-2.82775
GJC1	1.308
C20orf194	0.71425
EXO1	-4.41325
SLC2A2	-1.96483333333333
LOC285074	-1.45325
LRG1	-2.398
KIRREL	-0.999
PIK3R1	0.299857142857143
C4orf34	0.36225
MAF	0.0141666666666667
ADCY4	3.0905
ZMIZ2	-0.3439
SLC46A3	2.07916666666667
STAMBP	-0.235
CCDC16	0.25375
MS4A12	0.625
TCF20	-0.2205
LRRC46	-0.2635
C20orf152	0.6025
MRPS6	1.080375
ABCB11	-0.34
KCNC2	0.2348
CDH19	-1.22933333333333
C9orf123	0.698833333333333
SSH3	-0.385875
LDLRAD1	-3.988
CCBE1	2.80075
ZNF135	1.1065
TAAR1	1.008
WFDC12	0.274
CCDC42	-0.0775
FLJ12529	-1.837
PER1	-0.283166666666667
TIMM50	0.7845
SMARCAD1	-0.274666666666667
FAM26C	1.0005
TP53TG3	-0.385
SH3RF1	1.3937
LMCD1	0.28575
GPR63	0.7915
FLJ21986	-2.36375
AIFM3	1.40125
MICAL1	-1.55416666666667
BLZF1	0.3195
IQCA	-1.8465
PCDHGC3	-0.2525
SAC	0.581
BCL6B	1.456
DDO	-0.81625
MARCO	1.78175
DCHS1	0.006
C1orf170	0.5255
CD200R1	0.549166666666667
C22orf15	0.842
SEPT11	1.47366666666667
ADNP	-0.878
UST	1.4477
C13orf34	-2.30333333333333
RFFL	0.261142857142857
APBA3	0.658
C2orf60	-0.37
CUTL1	-0.6061
PMS1	-1.713875
ZNF689	-0.384
EIF3E	-1.168
IL9	0.329166666666667
RPL31	0.470875
LY9	-0.078
ATP2B3	0.729
KDELR2	0.360666666666667
TFCP2	0.042375
NLRP12	-0.092625
FLJ45422	-1.01125
TLE4	-0.8458
ZNF570	2.1415
FLJ43806	0.019
TLK2	-1.49425
CIR	0.23075
MARS2	0.883
COL24A1	0.643
SDF2L1	-1.726
HIBADH	2.03966666666667
IGFBP3	-3.01671428571429
C12orf23	1.92925
PSPC1	-1.5305
C20orf43	0.18975
TRAV20	0.9995
ARHGAP24	3.2485
KIAA1975	-2.104
C1QA	4.0865
DNTT	-2.17833333333333
C10orf6	-0.247
C11orf41	-2.634875
HNRPF	0.331
COL11A1	-1.47533333333333
UBAP2	-1.55566666666667
CDKN2AIPNL	-0.595
C20orf174	2.05425
SPRED2	-0.04425
PLA2G12A	1.53983333333333
ICEBERG	-1.59666666666667
SCN10A	-0.0415
C11orf65	0.65475
GBP5	3.4025
PITPNC1	-1.46933333333333
POU3F3	0.907
NCOA7	1.27075
LIN7C	1.2629
LOC348840	-0.961
NKX2-2	-2.5905
ANKRD13D	-0.50425
LOC123688	0.158
FUT2	0.603166666666667
TAAR8	0.8785
FZD4	0.73425
PNMA3	0.425333333333333
OR4L1	0.823
WIT1	-2.05975
EXOC3L	1.484
ATPBD4	2.1567
KRBA1	-1.49175
UBXD6	0.03425
HOXB7	1.59964285714286
C7orf23	1.5205
UNQ338	1.67075
STAB2	1.506
CDC20B	0.11625
IRF9	1.134
CENTG1	0.0975833333333333
TNPO2	-0.98075
MCPH1	3.269
BMS1P5	-2.11725
SLC26A7	7.32725
HIST1H3J	-0.3605
C9orf3	0.9931
LBH	2.420875
MYO1D	0.1425
PTDSS2	0.0295
NFU1	1.28925
DEPDC4	-1.1425
WNT7B	-1.1702
GLP2R	0.0366666666666667
SETD4	-0.9529
DYNLT3	2.9808
FKBP11	-1.8715
SESTD1	-0.258333333333333
FLII	-1.39775
RPS16	1.4088
CHPF	-0.9825
CSNK2A1	0.5005
SUMO1P1	-0.0955
FKBP6	-0.203
ZNF214	-0.0778333333333333
TWIST1	-1.87366666666667
DDX56	-1.60783333333333
TRAM1L1	1.3466
EPO	-2.827
MRPS18B	-0.69875
ZNF682	-1.56516666666667
RPL14	0.811
MAFF	0.47175
LOC51136	-1.789625
LY96	0.77825
DDX20	-0.89575
ABTB1	0.487833333333333
ARL5A	0.9983
CCT6A	-1.49275
HEPACAM	-1.38783333333333
EHHADH	1.564
RBAK	-0.649833333333333
CGB1	0.172
ITGB5	-0.6505
YIPF3	-0.36
FKBP2	0.79075
NR1D1	-0.2745
TMEM110	0.8415
NEK2	-4.28616666666667
PRAMEF8	-2.989
C20orf52	0.6965
PCDHGA3	-1.7675
VWA3B	-0.13
NDUFA5	2.013625
THAP9	0.631
FLVCR2	0.372166666666667
AP1S1	0.637125
SMAD6	-1.088
SAV1	1.94
SAT1	2.185625
ZNF251	-1.5575
ADAMTS7	-0.0366000000000001
RPP38	0.647
C1orf211	-2.047
YPEL2	0.7377
RBMS1	-1.0395
ZNF445	-0.661666666666667
NRXN2	0.00250000000000004
PGBD4	-0.47675
UGT2B28	-2.31775
WBSCR16	-0.9314
NLRC3	0.0467500000000001
ASTL	1.2675
ST6GALNAC1	-2.79925
ZADH2	0.499375
MLLT4	-0.489916666666667
ARL6	3.21266666666667
MEF2C	0.87725
CBFA2T3	-2.7865
AFF3	-0.392214285714286
COG7	0.356833333333333
MYB	-5.968
PLXNA3	0.4255
XRCC2	-2.5084
MMS19	-0.982
ST8SIA5	3.101
CHPT1	1.6675
KIAA1712	0.341125
OR6X1	0.902
ACTR3	-0.020125
UGCG	0.15
OR4P4	0.3795
ZAP70	-2.802
LPP	0.7495
ZNF485	-0.94525
PTPRCAP	0.21875
IL12RB1	0.817
ATRX	0.0723
CHST8	-2.334
C14orf109	1.826
ARV1	0.34175
NMB	-0.091
COX5A	2.04683333333333
EIF6	-1.10275
MPPED2	2.09833333333333
SEMG1	-2.0255
CHRDL1	-0.7795
TRAF3IP2	-1.0275
WNK2	-0.88775
LILRA4	2.4185
LAMA2	5.092
PXT1	0.1045
RLBP1	-2.063
CD300C	0.1965
SLTM	-0.528625
FLJ10404	-1.0396
APOBEC3D	-0.758833333333333
RENBP	1.15916666666667
ATXN7L1	0.533571428571428
NID1	-0.6985
TUBGCP3	-1.964625
ITIH5	1.56338888888889
CCDC110	2.98625
C8A	-1.82325
MGC87042	-1.85475
HOXC13	-4.03375
TFDP2	-0.45625
HCP5	2.64
POLI	1.42075
UCN	-1.82816666666667
ZNF764	-0.5125
C8orf45	-0.199
FHL3	-1.6515
SPATA5L1	0.27275
MMRN2	2.9555
NDST1	0.623666666666667
COL20A1	0.361833333333333
ZNF248	-0.802
PELP1	-1.55516666666667
MBL2	-2.14483333333333
RNF41	0.89025
C5orf24	1.05325
THOC5	-0.713625
SERINC3	0.031
RP11-151A6.2	0.40425
CDCP2	0.059
HIST1H2AA	0.1365
C11orf75	1.11366666666667
FKBP7	-0.93025
DDOST	-1.5055
GPNMB	2.97016666666667
TTF2	-2.08266666666667
KCNT1	0.6
SLC39A14	-1.59385714285714
NGRN	0.3148
GPR137B	2.88575
MECP2	0.6755
PSMA1	0.02175
C16orf73	-4.25375
TMEM60	1.44116666666667
CSN3	0.837
NOS1	0.808166666666667
RAB7L1	-0.285833333333333
YBX2	-0.376
KIAA1166	-0.705
FUBP3	-1.01116666666667
ABCG1	2.72
ACACA	-1.16891666666667
ARL11	-0.3257
ATOH1	0.662
ODF1	0.7388
CREB3L3	-2.182
TMEM127	1.07371428571429
DSCAML1	1.4575
PLN	3.93733333333333
LYPLA1	0.57725
PRDM9	-1.051
SASP	-0.0125
PLUNC	0.538
INTU	0.5065
HISPPD1	-0.09575
LNPEP	0.808666666666667
YARS2	0.0306666666666667
APCDD1L	-1.6315
ZCCHC4	0.1907
FBXO22	0.1205
TTLL13	0.146
ZNF669	1.83433333333333
PTGDR	1.18925
DDX27	-1.273
KIAA0409	0.652
GJB6	0.278
ASB8	0.81325
PLP2	-0.694166666666667
MEPE	-0.440333333333333
OR10J5	0.7345
KRT222P	-0.022
COQ7	1.78716666666667
C1orf101	-0.342
RERG	3.7206
CHMP5	0.597625
THAP11	-0.9135
ZNF43	0.852
ZRANB3	-2.24016666666667
KRT13	-1.3695
MRPL19	-0.82325
RBBP9	-0.256375
SPATA17	0.757125
BXDC5	-0.612166666666667
PAFAH1B1	-0.354416666666667
MAGEE1	2.92125
OSTF1	0.16125
KIAA0323	-1.52091666666667
TXNDC13	2.27033333333333
CNTN4	1.008125
LCE1B	0.7855
UNQ501	0.65925
ZNF154	-0.07325
C3orf64	-0.105
SYT5	0.0535
PON1	0.1155
FLJ10357	-0.76275
ATP4A	-0.125
GNPDA1	-0.573666666666667
MGAT1	0.724
C14orf121	0.35025
SLC35B2	-1.24675
MIER3	0.467666666666667
CHEK1	-3.355
ZNF8	-0.425166666666667
TXNDC1	-0.377833333333333
CKB	2.4186
RTN3	0.685714285714286
FZD2	-1.24883333333333
PART1	3.5915
PSMB6	-0.4445
PCDHB8	-0.267
PHC3	-0.3195
PPP1R8	-0.705666666666667
NOVA2	1.27333333333333
TNFRSF11B	-3.840375
GOLPH3	1.08916666666667
UBLCP1	0.3495
SUHW3	-1.369
TTLL1	1.5355
OPN4	1.0485
OR13G1	0.214
ZPBP2	0.6692
HSD17B11	-1.504
C9orf50	-0.211
DHDDS	0.257571428571429
CTSW	0.8982
NEFM	-2.59866666666667
MRPL28	-0.627
SYN1	0.785333333333333
PIGV	0.0635
ZIM2	-0.078
APBB1	0.752
SND1	-1.2045
C1orf123	-0.258833333333333
CHD3	-1.98975
BHLHB8	0.8945
RNASE2	-0.215166666666667
BCAP31	-0.61775
SLC25A44	-0.464166666666667
CHD6	-0.6371
PIB5PA	2.96684615384615
SELS	1.153
LOC541471	-0.000875000000000001
FAT2	-0.593
ZNF81	0.2275
OR4C16	0.5395
FLJ10081	-1.2898
LRRC4	2.81625
CS	1.4565
N4BP2	-1.039125
IGFBP7	2.50275
ZNF318	-1.17458333333333
NDNL2	1.70125
ZNF609	-1.089
SIRT4	1.884
EXOSC10	-1.6415
ECE2	0.187416666666667
OVGP1	1.757
GTPBP3	-1.2255
PACS2	-0.3342
C19orf36	-1.169
ARL4C	-2.509125
ATG4B	-1.158125
UBQLNL	-2.45825
RHOXF2B	-3.453
PLEKHG2	-2.018
GALR1	0.2925
AQP4	-0.0964
HDAC7A	-1.4955
DCUN1D3	0.47025
OR8A1	-0.4595
CCRN4L	0.718
CBR4	0.228
KIFC1	-3.3395
SLC7A14	-0.850833333333333
LHX5	0.8935
TRPC7	-0.2295
LPXN	-0.64975
SERPINA1	-2.276625
RPS13	0.3526
BPIL3	-0.486
PRKAA1	0.67175
FADS2	-0.7887
ENAH	-2.452625
PRO1768	-0.069
APBA2BP	1.32825
LIPH	0.864166666666667
C3orf33	1.316
RCC2	-2.76878571428571
ALDH1A2	0.1963
RNF103	1.17925
AHCY	-1.343125
ALG12	0.0025
CCL17	1.107
ZNF543	0.870333333333333
ESRRG	5.2714
CNGA1	1.74125
RDH5	-0.949
OTX1	-1.503
PTGFR	-1.69016666666667
CDR2	0.566625
SELE	2.26775
NLGN2	-1.67883333333333
EXOSC9	-0.753
ZNF566	-0.0005
KLRC2	-3.799
GPR12	1.486
KIAA0196	-0.00675
PDRG1	-0.19925
SSR3	-0.220214285714286
MSI1	0.553
CST9	0.038
CC2D1A	-0.99175
PLAGL1	-1.27672222222222
ZNF778	-0.418
RNF2	-0.06975
KLF6	1.68433333333333
THBD	0.9975
tcag7.1314	1.28425
NR5A1	0.290333333333333
ABCD2	0.03025
DNAJC7	-1.63225
CLEC4C	0.4195
TM2D3	1.3645
CCDC4	-0.85
PLAC2	-2.85875
DCD	-0.2395
FAAH	0.22925
POLA1	-1.31216666666667
TM7SF2	1.027375
FLJ39822	0.7485
FLOT2	-1.01125
MAP4K1	-0.499
SRP68	-0.97225
C21orf74	-0.7145
ARPC5	-0.793125
LOC126075	2.25775
HECW2	0.5365
ZDHHC4	1.25625
ANKRD42	1.2906
PDE9A	0.227
ABCA8	0.804
NDUFS2	-0.295
UBR5	-1.939375
BTBD16	-2.3965
LOC554174	1.1735
ZNF20	0.7935
KIAA1843	1.0225
WDR17	0.27625
C15orf33	-1.2565
RNF113A	-0.339
CAMKK1	-1.2481
CLCN2	-1.32125
ANXA6	0.1225
LOC340069	0.1725
EMID1	0.117125
DPM3	-0.175
ELA1	0.087
SLC25A13	0.469
KRT24	0.1085
SMPD1	1.83966666666667
TH	0.397
COL6A2	-2.00557142857143
ANKS1B	0.265
GPR126	-0.0889
ZC3H12A	-1.46583333333333
TMEM47	0.742666666666667
C2orf51	0.022
C1orf88	2.4345
HSF2BP	-1.18725
AKAP10	0.1445
RPAP3	-0.874
KLHDC8B	0.211875
STOM	0.011
MUPCDH	0.478625
C10orf72	0.38425
PLEKHA3	0.971833333333333
TCP11L1	0.41225
CWF19L1	0.402375
SPEF1	0.423615384615385
YSK4	0.08325
ELN	0.8018
SAMD8	1.62383333333333
MPI	-1.19733333333333
MEPCE	-0.8161
ABCC3	-2.03225
NANOGP1	-3.247
KCNK17	-0.387
HLA-DMB	5.305
RRAGA	0.21
ANGEL1	0.5905
RBM32B	0.1665
CPN1	-2.83425
MGC52282	1.0951
HLA-A	1.47633333333333
OR9G4	0.6315
EDNRB	1.827
SCD	-1.43978571428571
C14orf80	-2.50416666666667
BAGE2	-0.462
RABL4	1.834
RCVRN	-0.031
SHANK1	0.8135
NLRP7	-3.616
CD226	0.66175
STAT3	-0.4803125
SYNJ2	-2.6265
TPCN2	-0.841166666666667
WDR36	-0.16075
MBD4	-0.11275
ROBO1	-2.2418
ST3GAL6	2.03475
SLAMF8	1.72216666666667
ATN1	0.12
GPR141	0.848
KRT36	0.579
TPH1	0.274
DDX52	-0.05075
ZSCAN29	0.378333333333333
TRPT1	0.7635
DPEP3	1.33375
DENND4A	0.4745
TSPAN16	-0.6065
PTCHD2	-0.0665
LOC145814	3.15
CAP1	-0.424833333333333
EIF5A2	2.2184
NT5DC3	-1.834
SEPT9	-0.604875
SEZ6L2	-2.020625
EGFLAM	3.12575
VPS11	0.0115
NDUFB5	2.19166666666667
CIDEA	2.20933333333333
IER5L	-1.99275
N6AMT1	2.23225
FAM83C	0.75175
OXR1	-0.0118333333333333
IRX1	0.039
DGKB	-0.298166666666667
GCN5L2	-3.2705
MIR16	1.46325
FBXW9	-1.4565
WDR4	-2.91666666666667
PDC	-0.4375
VPS33B	-0.3275
HEXB	0.44975
FLJ32214	0.908
TCEB3	-1.2395
CRLF1	-2.90175
ABI3BP	-0.20575
C8orf22	-2.623
PYCR1	-2.276375
KIAA1706	2.172
CDK5R2	1.33825
WAS	0.4395
C12orf60	1.24325
CCBL2	-0.06625
MADD	-1.287
C5orf34	-2.94425
WDR42A	0.2156
KLF12	-0.74125
HSPA1A	0.169
ITM2C	-2.248
DAPK2	2.57233333333333
LOC442590	-1.992
SUMF2	-1.073125
CENPA	-3.42830769230769
TMED5	0.709125
CDH6	-0.8401
BRP44	1.398
THG1L	-0.8965
GABRA2	-3.501
C14orf166	-0.033
MYL1	-0.901166666666667
TNFSF18	-0.8715
PAP2D	-1.361
PPIB	0.1155
KLHL4	-0.6
SFN	-1.89616666666667
CCDC127	1.31875
FRAP1	-1.68375
GOLGA5	1.15075
SDCCAG1	-0.32
MGC21675	-0.5975
C10orf95	0.8455
KIAA1345	-0.214833333333333
C1orf163	-1.0575
LACE1	1.87883333333333
OR10K2	0.258
CENPN	-1.44856
TMED2	1.15175
UGT1A6	5.7485
ANG	-2.66725
U2AF1	-2.62783333333333
CASC2	-0.0101666666666667
NMT2	0.732
OSGEPL1	-0.3235
DFNB31	0.1655
SLC6A20	0.368625
DKC1	-1.6115
FXYD4	5.7365
WDR64	-0.274333333333333
MGC5590	0.733
CREBZF	-0.5995
DAZ1	0.09675
PRPSAP1	-1.1625
GCHFR	-0.2975
TTC7A	-1.30925
LOC196993	-0.00325000000000001
UBD	-1.02916666666667
S100A1	-0.50425
RPL6	0.748833333333333
DNAJB6	0.8981
NAGS	0.0864
C2orf58	-0.505
KERA	1.06866666666667
MT1X	1.1664
UBE2B	2.3358
KEAP1	0.1705
MST1	-1.976375
OMA1	0.5535
ABLIM2	0.15525
BCL2L13	1.12591666666667
JAZF1	1.56916666666667
TMEM63B	-0.3175
S100A8	1.3329
ARFIP2	-0.80925
UROS	1.53425
KHDRBS2	-1.081
POLQ	-3.91425
SOAT1	0.29825
SPAG4	0.77925
MRPS30	-0.0315
LOC494141	1.44075
OR2T11	0.856
ORAOV1	-0.8114
ZNF184	-0.4525
TCEB3B	-0.032
ADAM21	0.198
GDPD1	-0.40925
SPINLW1	-0.0155
PRR14	-1.06616666666667
KCTD9	-0.1372
NUDT3	0.27925
KIAA1822	-0.2997
HIST1H4K	0.8145
DFNA5	0.3575
GABPA	-0.6925
C14orf44	-1.16375
POLB	-0.215
PTAR1	-0.4705
SEC31A	0.5148
TRIM58	-2.309
TAS2R14	0.563
VPS8	0.564625
H1F0	1.24416666666667
PRKCB1	-3.528
UGT2A1	0.336
TOR1B	-0.822
LSS	-2.18891666666667
C2orf19	-0.017
HNRNPC	-1.003
TMEM100	-0.872333333333333
LOC116349	2.0015
OR51M1	0.8835
CCDC142	-2.54775
ISG15	0.0925625
ZCCHC14	0.174625
CREBL2	2.657625
TGDS	-1.5775
DC2	-0.2355
CACNA2D3	1.17628571428571
ZNF429	0.225125
LYPD6	-2.042
SUCLG1	1.10916666666667
OR51I1	0.5805
MAGEH1	3.51025
PRPF40A	-1.6645
SMR3A	0.558
SPINK2	-0.8135
THAP2	-0.000749999999999994
NPY5R	0.26175
IRF4	-2.88
SPESP1	-1.05083333333333
OR10S1	0.562
DTD1	0.40125
TUBE1	-0.90475
DDX19A	-0.1805
PDPN	-3.101125
TMEM34	2.52883333333333
MGAM	0.359666666666667
