Hybridization REF	TCGA-BP-4161-01A-01R-1188-07
NUP54	-0.901
PPFIBP2	1.68966666666667
STAT2	0.87825
PTAFR	3.38
ROBO2	0.03825
RNF40	-0.568
CCDC135	0.0856666666666667
IFT81	-0.3617
MORF4	-0.23
TM7SF3	0.75275
OR10H3	0.484
ABP1	2.830625
CHRD	0.2035
PLEKHA8	-1.30916666666667
NCALD	1.71375
OR5AK2	0.23325
ACCN1	0.556166666666667
SLITRK1	-0.8225
ARMET	-0.26925
C9orf52	1.15625
REEP4	-0.97125
MTSS1	2.22675
ADH1B	0.673666666666667
DLD	-0.71725
CDK5	-0.24725
PPFIA1	-0.4763125
WFDC3	0.6065
DNAJB12	0.658
RANGRF	-0.8
MLANA	-3.44175
AMY2B	1.21425
KIAA0319	-0.58475
RPS7	-0.005
JAK3	0.3164
ARFGEF1	0.192
CXCL5	2.50275
TRAPPC4	-0.292
CETN2	0.85575
HSPC111	-0.93
RHOBTB3	-2.83333333333333
PHLPP	-1.8835
RGS10	1.16125
TMEM58	-0.16975
CHERP	-1.1015
HSP90AB3P	-0.728166666666667
FSTL3	1.86966666666667
PEX11A	0.6035
OR5V1	0.652
FCN3	5.0185
PTPN3	-0.0125
NPTX1	-4.126125
C21orf84	-1.402
C11orf51	-0.59525
ZBED2	4.09325
FLJ90757	0.13125
NPY2R	-0.102
PLD3	0.17825
SYT17	0.0175
SGSM2	-0.80575
OR1A2	0.46975
FOXP1	-0.6055
SLC5A1	2.195
POFUT1	-0.784
EPHB6	-1.7735
MYO1G	-0.61075
STAC	-1.6399
KLHL17	-0.187833333333333
RGMA	-1.3357
TJP2	-0.3901
FAM114A1	-0.652166666666667
SERINC1	1.175
SLC9A8	0.093875
PEX19	0.6955
EDN2	4.24575
PSMD7	-0.877222222222222
C3orf41	-2.98275
UQCR	0.355375
PPP1R3C	3.18775
LRP4	-1.56633333333333
TM2D1	0.4845
TTC17	-0.0361875
C4BPB	-3.61625
CCL25	-0.05125
ZNF253	-0.431
CHRNA9	-3.882
SOX11	-1.623875
HIVEP3	0.337
CGN	-1.201
C3orf35	0.124625
PKD2L1	5.61375
SYVN1	-0.22525
PDE8B	-2.18975
LOC439951	2.47325
LTC4S	3.87283333333333
MIF4GD	0.452166666666667
SMARCA2	1.5866875
TUBGCP6	0.614833333333333
CABLES1	-0.44325
C16orf77	1.66733333333333
ZNF791	-0.0562499999999999
FUT5	2.342
ADH6	-1.65633333333333
P4HB	0.62225
CLDND2	0.068
ALKBH8	0.31725
PLAC4	-1.37525
F11R	0.0628571428571428
MGC35295	0.602
PDZD4	-0.434166666666667
LOC389073	-0.15075
FAM80B	-0.0968333333333333
PSMB1	-0.45025
TXN	-1.108
VIPR1	-1.037
WBSCR18	0.6889
EXOSC6	-0.418
ACTA2	3.15766666666667
SP5	-1.22741666666667
ANKRD1	-3.0875
DDR1	0.3611
ATP6V1D	0.15525
PTGS1	0.833666666666666
RNF157	-1.21075
DCC	-0.9195
SPAG7	-0.0155
FBXO18	-1.22975
UBE3C	-1.1871
HOXC6	0.767
LRP2BP	-0.255166666666667
MYST2	-0.88875
PDSS2	0.3765
ATE1	-1.1255
ARAF	-0.99525
KLF10	0.9335
PLA2G2E	0.61075
ASCL1	-1.57683333333333
TSNAXIP1	2.0015
FAM131B	-0.685375
IFNA10	0.016
NUP43	-1.096625
FAM44B	-0.084625
L1TD1	-4.614
NMD3	-0.859916666666667
C18orf54	-1.8258
PHOSPHO1	0.276
RAG2	-2.6485
EMILIN3	0.0735
METTL3	-1.1915
VPS13C	0.49725
REXO2	-0.33025
ANXA4	3.93525
CA1	0.35275
DCP1B	0.3595
TULP3	0.592333333333333
ATP2A2	0.0525714285714286
ATIC	-0.22275
ADAM15	-0.92725
NPL	3.812
LGR4	1.313875
UEVLD	0.123333333333333
GAB1	-0.211
SNAI2	-1.75516666666667
ZGPAT	0.0804
SNF1LK	0.74375
DLEU1	-0.042
UBE2Q1	0.1445
ZMYM6	0.117
JPH3	-2.30833333333333
FAM38A	-0.372916666666667
PXK	0.0995
DENND2D	2.29875
BAX	0.21075
CP	0.792090909090909
RPL37	0.5111
G6PC3	0.15025
NCOA4	0.368166666666667
LRRC14	0.099375
GORASP1	-1.1755
FCHO2	2.7065
CYP24A1	-1.1471
FXYD3	-2.73625
SMARCAL1	0.58775
ABCB8	-0.432
CCDC44	-0.306
PRDM7	-3.27775
USH1C	4.3
DNAH5	0.7625
SRF	-0.8945
MAL2	-1.70466666666667
PGPEP1	1.07208333333333
SIN3B	-0.28775
SEMA3C	-1.965
GRAMD3	2.76275
FBXO10	-0.6235
OR5D13	0.729
FLJ31818	0.115125
CACNA1I	1.291125
S100A13	1.4655
TP63	-0.780928571428571
ANXA11	0.2935
WDR66	2.22025
CSF2RB	-0.024
IFI44	1.54025
DACT1	-0.372
ANKRD23	-1.33075
ATP5G1	-0.323166666666667
C21orf70	-0.482
PPWD1	-0.538
DNAJC13	0.107
PAH	2.36483333333333
PTCH2	0.61275
TRMU	-0.01875
CCDC9	-0.143
USP3	-0.1019
DCLRE1C	0.1693
FAM55C	0.099
FRMD4B	2.761
CYP2R1	-1.15725
RFPL1	-0.6973
XPO5	-1.87675
ARL6IP2	-1.169
OSBPL5	0.44825
MMP9	3.52081818181818
KIAA0802	0.234
DHRS2	-2.99333333333333
SGEF	-2.20175
TXNDC10	-0.6068
EXOC6	-1.04375
RPS27	1.3265
PNCK	4.31066666666667
FSTL1	0.28875
AACS	-1.2075
SLMAP	-0.352166666666667
SAMD4A	0.7672
ABRA	0.12975
SMARCD3	-0.19225
PKNOX2	-2.87733333333333
A4GNT	1.148
C9orf39	0.661833333333333
RALYL	-0.429
MGC33556	-1.9705
C10orf25	-0.571
BBOX1	8.448
NHEDC1	-0.52875
XDH	-1.17075
GCSH	0.038
EDN1	4.24733333333333
MTERF	-1.0445
CLK4	0.88375
ZNF799	0.235666666666667
KCNG1	-1.392875
CXCR4	1.8325
PTPRR	-0.72975
IRAK1	-0.592875
LOC401397	-0.091
TMSB10	1.66364285714286
CXCL3	-0.797
TMC4	-1.28125
OR7A10	0.231
STYK1	-0.8545
CHRNA10	-0.623
CCNI	0.4805
EP300	0.93
LOC165186	0.639666666666667
HIC2	-2.2105
SDR-O	0.232
OR2W1	1.098
KCNA6	0.0985
TRIM74	-0.821
REEP6	-1.76425
ATP5G2	0.13975
ERG	1.614125
TMEM42	0.042
PARN	0.211166666666667
SOD2	2.857125
DIRAS1	-0.0435
PNPT1	-1.854
JOSD3	-1.074
hCG_40738	-1.3395
PDE1C	-0.83525
SEMA4D	0.828375
AGPAT1	0.00416666666666667
NOSTRIN	1.622125
MAP3K3	-0.788333333333333
MAX	0.898142857142857
CAPS	-0.262333333333333
SERPINA12	-0.2485
OSBPL8	0.274375
RICS	0.4107
NR4A2	0.115666666666667
PPCS	1.10216666666667
LONP1	-0.8635
SCYL3	0.874
HERC2P2	-1.33666666666667
FIBCD1	-0.9405
C15orf41	-0.0215
DMC1	-1.8885
C20orf27	-1.1895
RPS6KA5	-0.3315
FAHD1	1.02033333333333
SLC12A4	-0.000749999999999997
BRCA1	-2.22183333333333
GBL	-0.3675
SLK	-0.339
NUDT9P1	0.4365
NOXO1	-0.895
USP52	-0.65775
BAZ1B	-0.69075
SLCO2B1	4.41575
BBS12	1.89766666666667
LRGUK	-0.217666666666667
TERF2IP	0.41375
COL1A1	-0.098
KIAA0090	0.204875
GRK5	0.0935
AP1S2	-0.154
TMEM52	-1.019
CA11	-0.5125
OR4A15	0.341166666666667
ACBD3	0.9474
SPAG11B	0.098375
PRDM2	0.414
FOXP3	0.2655
SMYD3	-0.7485
LOC389199	2.406
LGI2	-0.175666666666667
NAPE-PLD	0.0425
ANKRD6	1.2305
WDR45	1.39516666666667
SHROOM1	-0.63025
PSCD3	-0.6055
PYY	0.4765
KCNC1	-2.693
ARHGEF9	0.2541
OR8J1	1.5005
GPR55	0.220833333333333
NS3BP	-1.675
C10orf22	-0.099
NAT8L	-2.9335
DUSP4	-1.45633333333333
FOXM1	-2.20416666666667
GRAMD2	0.5184
ZBTB48	0.124666666666667
BUD31	-0.633
PABPC5	0.34
CCDC41	-0.60625
FBXO11	-0.36575
C6orf148	-1.40325
RFXAP	-0.9485
C6orf15	0.214833333333333
CDK8	-1.08516666666667
C6orf70	0.328125
TESSP2	-0.2845
ALG2	0.423
PPP1R3D	0.98975
TPM3	0.159944444444444
SYT13	2.45325
EPB42	-0.6
CETN3	-0.832
PRY	0.553
NTHL1	-0.48
POLR2B	-0.781
RPS28	1.05625
P2RX3	0.46575
LYZL4	-0.0705
WBP4	0.301
PMM1	1.32525
C11orf79	-0.112
CBLL1	-0.308
IL1F10	0.913333333333333
VAX2	-1.1595
SETDB1	-0.191666666666667
LRAP	-1.46933333333333
GCLM	-0.0341666666666667
CPEB3	1.1475
PPM1A	0.6405
INTS1	-0.37225
CAMTA1	0.552833333333333
SAMSN1	-0.88425
LOC158830	0.0291666666666667
GMPPA	-0.01375
AIPL1	0.33225
IL24	0.0639090909090909
BDKRB1	-2.3075
MLF1	-0.4502
TAF12	-0.67925
ID1	-0.88625
THADA	-0.123
PIK3CB	0.5245
OR4N5	0.85
TBC1D17	0.548
COX8A	0.273
CDCA4	-2.1045
C2orf44	-1.029
ZNF534	-0.9995
IMMP1L	0.217
NIPSNAP3B	-0.273875
FTMT	0.996875
PWP2	-0.74
MMP15	-0.6036
DNAH11	3.94225
MTMR14	-0.585875
DNAL4	-0.74725
IPP	-0.5445
TMEM59	1.097625
C1orf157	0.29
RGS4	-1.6045
DDX18	-0.378333333333333
SNX6	0.365
ZNHIT2	0.570333333333333
NCDN	-1.26333333333333
FLJ33534	0.2245
RAG1	-1.074625
OR4D10	0.3975
PTPN5	0.1135
POMT1	0.356125
LRRC8A	0.0323
CYP1A1	-1.23875
CAPN1	-1.36016666666667
DDHD2	0.443
GRIK2	-0.97525
GNRHR	0.0555
PPBP	1.9165
HTR3A	-0.620625
SLITRK4	3.2705
ANKRD49	0.067
BTF3	-0.1062
SARS	-0.414
C13orf18	0.625833333333333
CACNB1	-0.331428571428571
QKI	1.12390909090909
SETMAR	-0.18575
MAN2B1	1.2295
EML3	-1.13725
ACADL	6.3205
OFD1	-0.22375
DEFB114	-1.3375
CGA	-3.4774
PEX16	-0.5665
LRRC10	-0.142
GNG12	0.514
C1orf152	0.547666666666667
CHRM1	0.38
CD53	1.82725
DBH	-0.34325
TFAP2B	-2.838875
HIST1H2BJ	-0.595
FAM46D	0.079
TMEM11	-0.22925
C3orf32	-3.39425
PCCB	-1.491625
IPO13	-0.090125
C6orf105	-1.5095
COMMD5	0.6255
SUV420H1	-0.4165
LTBR	1.064
ARHGAP15	-0.122
HDHD2	0.029
TDRKH	-1.20983333333333
LOC401052	-1.4635
PSG4	-1.094
GNB4	-0.5712
SPATA4	2.3405
SLC9A3	1.0025
OSBP	0.555333333333333
NBPF3	-0.504583333333333
DOCK11	2.0885
SLC39A5	1.5725
PRR5	1.3041
C10orf63	2.184
SMTNL2	4.713
ADRA1A	0.79475
ASAH1	2.3903
DOM3Z	0.4853
GIPR	1.19783333333333
AHI1	-0.299083333333333
NADSYN1	0.2015
RGS14	1.0455
IL18BP	2.453
RTN4RL1	0.00274999999999998
ARMC6	-0.668
PSMD5	-0.8685
HK3	1.5512
OR4S1	0.635
RSU1	0.6033
MAD2L1	-3.80844444444444
EIF4A3	-1.08925
DLEC1	-0.525166666666667
E4F1	-0.0135
CHMP2B	0.1392
CAMSAP1	0.23225
RPS21	-0.372166666666667
ARID5A	0.999
UBE2N	-0.1516
IGSF8	0.7905
MAGEB6	-2.2405
ACAD11	2.7887
MGC4172	-1.52325
LMO4	-0.38725
KLKB1	1.93075
HP	-0.094
HDAC3	-0.18475
SCHIP1	1.20625
CLCA1	-0.3345
OLFML2A	2.1715
C1orf112	-2.073
KIF19	1.39875
HAPLN4	0.108
CXCR7	1.9075
GOT2	-0.5172
RAB38	-0.62075
DCX	0.55725
PPM1H	-1.23225
NFYC	1.06525
KIN	-0.087375
ZNF228	0.4145
PLSCR4	3.25
HIG2	3.126
FAM79B	2.998
C21orf86	-0.4664
KCNK10	0.61925
ZNF738	-1.929
FSTL5	-1.82333333333333
OR6A2	0.4355
OTOA	1.72
EXOC1	0.395875
AHRR	-2.853875
PDAP1	-1.08908333333333
C19orf6	-0.391625
ZAN	0.322
LY6G6E	0.251
EIF4E2	-0.7545
C20orf198	-0.366
ZNF324	-0.06425
CYP3A5	2.62866666666667
ENTPD7	0.6185
MBOAT5	-0.0808333333333333
GJB5	-2.085
TTC13	0.039
S100Z	-0.368333333333333
KIAA0664	-0.884
PDGFRB	1.853
IL17D	-2.66075
OR56B4	0.3075
RDX	-0.3385
SLC34A3	1.801
IL28B	-0.2305
JUND	1.00575
CHRNB1	0.492875
CAMK2B	-0.90775
FETUB	-1.11625
CXorf23	1.46175
MRTO4	-0.724125
TTC3	-0.0415
NDUFB8	0.104
EDG2	-2.859
SEMA3G	-0.19
IL23A	-1.73325
GRHL1	-1.098
LOC441054	1.7355
WDR65	2.17975
PSTK	-1.831
STOML3	0.131
R3HDM2	-0.2647
C5	-2.91175
SLC2A10	-1.25716666666667
C3orf22	0.67775
PAQR3	-1.43761538461538
ANKRD26	-1.10041666666667
HCRTR1	1.2075
LOC399947	-1.764
PSD2	-0.30275
TIGD2	-0.621166666666667
SCRN1	-2.161875
COQ10A	-1.0445
DDI2	0.1245
METTL7B	2.3305
UCN2	1.43725
FAM92A3	-0.59675
WDR16	1.128
ZNF511	0.857833333333333
ZMYM5	-1.042
POLR3G	-2.89225
ZNF586	-0.71275
C1orf49	-0.0295
TANK	0.295
RCAN1	0.311333333333333
PELI3	1.44466666666667
LIMD2	0.394916666666667
TMEM189	-0.352
NTN4	1.9545
LOC151300	0.826
CLEC2A	-1.454
GPR135	0.336625
DPYSL4	-2.7897
JAK2	0.538166666666667
TSHZ1	1.239
TM9SF4	-0.09775
ZNF264	-0.000666666666666704
SIRPG	3.379875
BICD1	1.058
HERC6	1.21483333333333
METTL5	-0.496
CASP1	2.26675
PRRT1	-0.263
PLA2G4C	3.184
ICA1L	0.149571428571429
TPTE2	-1.054
OTUD7A	2.11233333333333
AQP11	-0.5245
APOA2	-2.9948
KALRN	1.4064
SECTM1	1.0115
IFNAR1	0.0535
TALDO1	-0.79825
RAB11FIP4	-0.86225
EIF5A	-0.7385
FAM49A	2.642
NEGR1	-0.483333333333333
YTHDC2	0.58825
EHD2	1.54925
NCF1	2.7851
SCRT2	2.921
HOXA5	2.123
NUP133	-0.7165
FGF12	-0.6950625
SLMO2	-0.07125
SNTA1	1.796
CACNG2	0.442125
GCM1	0.607375
ELF1	0.493333333333333
TLR5	2.64975
TCFL5	-1.74508333333333
RBMY2FP	-1.7115
LOC100125556	0.0839999999999999
FAM129B	0.57775
MAP3K7IP1	-0.710875
NCK2	-0.3535
OXA1L	-0.36025
FMO9P	0.2905
ZSCAN12	0.10875
PSMD12	-0.729833333333333
HSCB	-0.22825
CLDN10	3.08025
MGC13053	-1.02125
HPCAL4	0.869666666666667
ASZ1	0.1825
MEX3D	0.996416666666667
NFAT5	-0.1426
CSPG4LYP1	-0.0448333333333333
FBXO3	0.8489
DVL1	-0.982166666666667
CMKLR1	3.7605
TYMS	-1.970375
PEF1	0.26375
ZNF750	-2.83666666666667
MCM5	-0.3473
MEGF11	1.4745
KCNK7	0.249
PTP4A3	1.052
C1QTNF2	-1.58166666666667
OR6S1	0.427
FAM122B	-1.21775
ZNF551	-0.887125
HBQ1	-1.5795
GEMIN6	-0.57925
ARSK	0.51675
RBP7	4.3805
CPNE9	0.7685
DSC1	1.469
LOC730112	-1.1765
MAP2K4	0.174
HS3ST5	-2.748
EPB41L3	0.53675
TEKT2	0.31125
CDKN2B	-0.790666666666667
ZNF480	-0.377
MAP3K6	0.2495
MAP6	1.0365
HN1	-0.8271
OR2L13	0.437333333333333
SLC16A11	0.76875
FAM96A	0.00924999999999999
APOL1	1.371
C5orf32	1.93525
RTP1	-0.129333333333333
RNF175	0.84575
ZBTB41	0.961875
AHCTF1	0.02
SAE2	0.1792
ITGA2	-0.406083333333334
MME	2.43666666666667
CCDC14	-0.9585
MAST4	1.70342857142857
KRT33B	-0.4155
KCTD2	-0.0408333333333333
WDR26	-0.185416666666667
MFI2	-1.06375
NR4A3	-0.017875
ARSA	1.7925
UNKL	-0.582833333333333
SULT6B1	0.585
CCNA2	-2.88116666666667
SOX15	-0.224
PPAPDC1B	0.566916666666667
C19orf44	1.302
MCAT	1.03616666666667
ARID1B	-0.087125
OR52N1	0.5025
C12orf48	-3.37825
MAGI1	-0.454875
NIPA2	-0.836
GBX2	-1.786
RSHL3	-0.349
RAVER1	1.23333333333333
C15orf17	-0.51175
SLC30A2	0.838625
ZNF518	-0.28725
PCYT1B	-2.50375
C10orf114	1.45425
EIF3H	-0.223416666666667
SLC25A39	-1.38583333333333
KIF1B	-0.085
AMOTL2	1.42225
C6orf120	0.198375
PSRC1	-2.09225
PLA2G10	-1.087
KIF5C	0.5375
MRPL37	-0.8415
C17orf62	0.393
C9orf135	0.8475
DUSP10	0.1929
CLCNKB	0.1485
PSMA5	-0.80575
C8orf53	0.43925
AMPD3	1.59433333333333
PIAS1	0.02
ADCYAP1R1	0.1965
GYLTL1B	0.24975
CDH20	-0.198
FBXO7	0.2585
TMEM134	1.277
FLJ14213	1.50616666666667
ZNF3	-0.54025
LRRFIP1	0.485833333333333
CNOT2	0.344833333333333
ABI3	3.952
ALDH5A1	0.0791666666666667
HNT	2.3952
SERPINA4	-1.84225
TK2	0.456166666666667
STMN1	-2.84355555555556
GUCA2A	0.00766666666666666
GALNT10	-0.584714285714286
DPP6	-0.71255
C9orf93	-0.70975
PRELID2	1.22325
STK39	1.90075
SFTPA1	-1.85025
CKS2	-1.78711111111111
RHO	-0.073875
C20orf135	0.129
XKR3	-2.3305
CR1	1.563375
RPS6KA2	0.589285714285714
C20orf112	0.03
MRPL22	0.07475
C4orf23	-0.463666666666667
GADD45B	1.6555
KLHDC1	1.38883333333333
C2orf48	-2.784
ZNF287	0.961
DAAM2	-1.12175
DPPA2	-2.84633333333333
TCTN3	0.407166666666667
DNAJB11	0.65975
FPR1	4.81925
DEFB4	-0.1305
PTCD2	-0.9073
SMOC2	3.07433333333333
CABP7	1.80875
SERPINB11	0.065
MAGEF1	-0.78625
NDE1	-0.95
ITGA10	0.1345
FSHB	-0.748
ANXA2	-0.1985
HORMAD2	1.0945
HLCS	-0.5515
MCF2L	1.16991666666667
FH	-0.567875
TBC1D24	-0.322
KIAA1505	7.17625
LGALS2	5.0225
CNBD1	-0.3555
SYNPO2L	-1.0475
PTPN23	-0.385357142857143
C1orf183	0.533666666666667
MAGEA8	-3.3995
DGCR8	-0.538875
GSR	0.385
PAQR7	0.6515
ZNF676	-1.367
CACNA1C	-0.1107
SP7	0.0285
PDCD6	-0.3765
NRN1L	0.327
BRI3BP	-0.224166666666667
KIAA1183	0.455
ASB4	0.22525
CCL23	2.9103
OBSL1	-1.36625
SLC12A7	1.1215
KIAA0240	0.897125
CD1B	-2.50216666666667
FCGR2A	2.83225
MDC1	-1.67075
HTR1A	0.551666666666667
OCEL1	0.79475
ATP11B	-0.3111875
FBXO34	0.174
PCDH12	4.31383333333333
RPE	-0.32825
C17orf74	0.11
CSDC2	1.327
PET112L	-0.44725
TMBIM1	0.986
P2RXL1	-0.518
TCHP	-0.59325
TRMT1	-0.363166666666667
F2RL2	-2.8956
LRRC32	3.41166666666667
IMPG2	0.538
BGLAP	0.3355
LOC493869	-0.727083333333333
MRAS	2.588625
SLC35F5	0.96425
CBWD1	-0.922
AXL	-1.046125
ATP2C2	-2.317
TELO2	-1.233
PNPLA3	-1.099
PCDHB14	3.031
CD276	0.08075
KRT80	-1.022375
DUSP28	-0.696
CSNK1E	-0.58275
SRP14	0.2335
KCNQ4	0.0375
KRT72	0.6975
CCDC117	-0.156875
C6orf89	-0.429277777777778
TUBB2B	-3.3468
RTN4IP1	-0.64575
CR1L	-1.277
CEND1	0.7295
C12orf41	-1.02733333333333
RNF31	0.07475
UBN1	-0.834666666666667
C17orf32	-0.022875
SLC5A7	1.60175
GPR92	1.90483333333333
ESAM	3.5221
CTNNA1	0.04125
HRBL	-0.1873
CBX4	-1.1545
TMEM182	-0.19425
SH3TC2	-1.691
IL10	1.13333333333333
PXMP4	0.176
RNF167	-0.538
PAK7	-0.679833333333333
ETV3	0.019
ATPIF1	0.292
LOC554207	-2.401
OR8H1	0.16225
WDFY3	1.4815
DPM1	-1.1485
GPSM1	-0.644
WDR92	-0.7475
LRP1	1.0155
ANKH	-1.145375
THUMPD3	-1.63125
POLR1B	-0.667
OLFM4	0.985
RAD9B	-0.38575
TSPY2	-3.6865
PAX6	-0.989333333333334
SCG2	-1.476625
SLC17A6	-0.00525
FMO3	2.559
PADI4	0.309125
TUBB4	-0.8675
NLK	-0.60625
POU4F3	-0.616
SDF4	-0.08825
ITGBL1	-2.17066666666667
NETO1	-1.625375
TAP2	0.256625
ABBA-1	0.0186666666666667
GNAI1	0.3085
VPS4B	-0.04525
NOPE	0.00989999999999999
GALNT6	0.457166666666667
SESN1	0.37325
GBE1	0.307111111111111
CLASP1	0.6635
RASGEF1B	1.0925
ACOT11	2.21514285714286
AFAP1	0.13375
OR2H2	1.07925
DPY19L2P1	0.8025
DZIP1	-0.46125
SEC22C	-1.06766666666667
GPR161	-1.16175
RNF146	0.36225
WDR74	-0.44525
GALP	-0.6635
PURA	1.53225
DNPEP	0.797416666666667
RP11-78J21.1	-1.74975
ERBB2	0.20225
FANCM	-1.57075
NEO1	1.2785
DDX3Y	0.1285
RPS3A	0.63175
MXRA7	1.4205
LGALS3	0.2915
GLT8D1	-0.36275
CFL2	-0.135166666666667
UPB1	4.99425
NAP1L5	0.0874999999999999
CLDN14	1.41175
DHX38	-0.713
BTBD1	-0.041
TARS2	0.250833333333333
ABCF1	-0.8425
FCF1	-0.499
LRRC49	0.67475
GUCY1B2	-1.1695
C1orf177	0.118333333333333
SMARCA4	-1.51685714285714
LRP8	-3.04283333333333
TAGLN3	-1.38375
MRPL14	-0.43175
TTRAP	0.426
ZDHHC20	-0.28675
NFE2L3	-0.17875
KIAA1377	0.348
PALMD	1.2933
TMEM43	0.12925
TTL	-1.03825
STAT5B	-1.13283333333333
SSB	-0.958875
OR10H5	0.32
SLC22A13	0.802
AKAP3	-1.248
TIMM23	-0.129666666666667
OAS2	1.99241666666667
KIAA0423	0.4645
TRIM11	-0.343666666666667
GLIS3	3.3405
TMEM50B	0.361
ARHGEF4	-1.63025
DEGS1	0.566818181818182
TBL1XR1	1.33793333333333
G6PD	-1.602
SP140	1.469
MUC17	0.305142857142857
NUDC	-0.7331
DNAJC5B	3.5935
SCARA3	-1.40783333333333
CPA3	5.89516666666667
BCAT2	-0.054125
MFN1	-0.6281
NRG3	2.467
SNX11	0.63625
PLEKHH1	-1.25116666666667
GPR177	-0.617333333333333
HCFC2	0.443
TCAP	0.2855
MOCOS	-2.11125
C14orf93	-0.32
PRDM10	-0.408
SLC16A4	3.26683333333333
SRGAP1	-0.245166666666667
VIP	1.42075
DUSP27	0.114666666666667
LILRA1	2.1741
MC2R	0.3475
MGC24103	1.6825
MBTD1	-1.74
FUT11	0.763166666666667
USP33	0.4733
C15orf39	-0.8555
MAP3K12	0.442375
PAAF1	-0.573333333333333
BARHL1	0.2535
FLJ16165	-0.0365
PIWIL2	-2.721
SYNE1	1.45208333333333
CMTM4	-0.571125
TSPYL1	0.3653
GUF1	-1.66483333333333
TMEM157	1.4205
WDR44	0.55225
HIST1H3C	-0.40575
DKFZp666G057	-0.0055
RNPEP	-0.54325
GAS2L2	0.184833333333333
ADH4	-4.377
GRPR	-0.141833333333333
FBXL17	2.51525
ZBTB10	0.611083333333333
Gcom1	0.305111111111111
HTRA1	1.2328
ZNF585A	0.7515
SLC26A2	-0.217857142857143
OTOP3	0.497
WISP1	0.318555555555556
ATP2B4	-0.424
FLJ10769	0.51675
CRAMP1L	-0.978875
CHST12	0.08625
RAB22A	0.5225
TARDBP	-0.519714285714286
STAU1	-0.237
CRB3	2.82316666666667
MIG7	-1.74425
CHMP1A	0.943666666666667
ZNF160	0.258375
B3GALT6	-0.63325
BARX1	-0.573666666666667
C6orf167	-2.05875
NXNL1	0.417
DHX29	0.38025
HADHB	0.5285
PLXNB2	0.550625
ILDR1	-0.712
SLC15A3	3.51275
GAS2	-2.68133333333333
C20orf69	1.8315
NUMB	0.70775
TNIP1	1.237625
MESP1	0.958666666666667
PSKH1	-0.076
NSFL1C	-0.106
RHOG	0.3635
HEY1	-0.982166666666667
KNG1	-1.48975
ITGAX	2.8027
LIN9	-0.785833333333333
CANT1	-0.841
XRN1	0.354857142857143
CCDC96	0.5863
HEATR6	-1.5405
GNG7	-0.301333333333333
RUNX2	0.40175
SOX1	1.15733333333333
FCRL5	0.7088
ZNF99	-0.573625
FAM9A	0.707
SNX22	0.700166666666667
MBNL3	-2.02216666666667
ODC1	-0.9499
ADORA2B	-2.24616666666667
NR2F6	-0.8725
ZFYVE16	-0.947
SYNJ2BP	0.5434
POLE	-1.33275
E2F2	-1.305625
THRA	0.682333333333333
PTGES2	-1.18333333333333
HIP1R	0.788333333333333
TMUB1	-0.5705
ENO3	-1.5275
RSPH10B	0.142
CXorf39	1.017125
IRGC	0.4445
GPR109B	0.45225
FLJ13305	-0.3335
LCE3A	-0.2175
TNFRSF18	-0.77
DET1	-0.557
TRPM3	1.83316666666667
C16orf79	-1.516
FECH	-0.0358333333333333
RAP2A	1.13516666666667
CRIP1	0.817166666666667
AZIN1	-0.727625
SLC7A7	5.44425
IL10RA	1.9902
TMEM64	-0.682
CDC42EP4	-0.2646
C16orf58	0.3702
ARG2	0.0245
POU5F1P4	-3.18625
FAM62B	0.158625
DNAH8	-2.281
ASH2L	0.08675
TSLP	-3.661
CNTNAP5	1.34866666666667
TMEM16C	0.42725
IFNA14	0.062
SLC1A3	1.683375
CABYR	-2.118
BCL7B	-0.3964
NUDT13	-0.166
C13orf28	0.7855
C1orf53	-0.041
ARL6IP4	0.6724
RPL35A	-0.1835
EMR3	2.33
RAB40C	0.534083333333333
SLC41A1	0.967833333333333
LRCH1	0.06225
LY6G5B	-0.9945
FAM124A	0.6725
MGC10981	-3.50716666666667
CLIP3	0.2035
MAP4K2	-1.0435
CHIC1	1.07625
SULF1	0.988666666666667
C20orf30	0.172
PRDM5	-1.276875
ELOVL1	-1.10125
C11orf48	-0.52175
SLC39A10	-0.071
KCNV1	2.03675
ACP1	-0.735833333333333
ZMYM2	0.260125
B3GNT6	0.512833333333333
C9orf69	-1.275
C2orf15	-1.094
C20orf166	1.069
HSP90AA6P	-1.317
EDG7	-1.4045
NEURL	-1.23875
LPL	1.04916666666667
CLEC2D	0.656214285714286
GRRP1	2.544
CD8B	-0.7129
HIST1H3D	-0.93
SLC6A12	3.823875
FAM27L	0.113
CD84	3.5232
RASA1	-0.6845
PHKG1	-0.209
MAGEA11	-1.886
IMPA1	-0.1073
NPM3	-1.57725
RARRES1	4.22025
SH3BP1	0.662125
B3GNTL1	-0.443
ARPC5L	-0.965666666666666
KLHL26	-0.7525
SIM2	-2.71025
GJC1	1.044
C20orf194	1.13075
EXO1	-2.75975
SLC2A2	3.50766666666667
LOC285074	-0.30625
LRG1	2.0725
KIRREL	0.0725
PIK3R1	1.77728571428571
C4orf34	-0.8345
MAF	2.5795
ADCY4	4.33016666666667
ZMIZ2	1.2856
SLC46A3	1.8275
STAMBP	0.119833333333333
CCDC16	0.598
MS4A12	-0.0915
TCF20	-0.17425
LRRC46	-0.24525
C20orf152	0.247
MRPS6	-0.013
ABCB11	-0.3495
KCNC2	0.2052
